"","month","month.1","co2_flux","co2_mixing_ratio","co2_mole_fraction","air_pressure","U_insitu","u.","x_90.","Site_temp","radian_wd","Precipitation","Lat_sat","Lon_sat","swh","U_sat","co2_flux_sd","co2_mixing_ratio_sd","co2_mole_fraction_sd","air_pressure_sd","U_insitu_sd","radian_wd_sd","u._sd","x_90._sd","Site_temp_sd","Precipitation_sd","Lat_sat_sd","Lon_sat_sd","swh_sd","U_sat_sd","lat_site","lon_site","Easting_Site","Northing_Site","x_cfp","y_cfp","Easting_Sat","Northing_Sat","distance","chlor_a","T_sat","PCO2_sw","PP_air","delta_p_p","k_insitu","k_theory","k_N2000","k_W2014","k_MG2001","k_WMG1999","k_insitu_co2","k_theory_co2","k_N2000_co2","k_W2014_co2","k_MG2001_co2","k_WMG1999_co2"
"1",2015-11-15,"2015 11",0.00384293958888889,410.234986850735,398.082917886765,100901.192175735,0.38501586430129,0.0430050381102941,333.443609022556,30.4155474952663,1.00159896226339,0.346238938053097,4.972698375,280.599719875,1.2295,4.23125,0.116616603750467,26.5349273431506,26.9477707818051,151.47900512327,0.47245631093011,0.403096135845345,0.0244524910699421,249.810759088902,0.500211415652648,1.78911505571937,2.3908230910122,1.66113692238009,0.475257524175803,2.10553310181938,5.468333,100.2002778,632966.689921824,604566.231304678,633146.401400717,604847.102137539,677366.077844207,549861.088162086,52.786209125,0.59,30.705,397.410467749998,396.417873176115,0.992594573882684,13.1302853059188,25.5388486377176,0.198370780927466,0.0479710449368177,4.25654661268889,0.00208243050667853,0.00384293958888889,0.000747464736659494,5.80586719590416e-05,1.40400473723876e-05,0.00124579558697627,6.09480635703893e-07
"2",2015-12-15,"2015 12",-0.057133730345912,400.30463492285,388.715793797789,101081.164441523,0.657721655177224,0.0501284932088452,777.668329177057,30.2439093178023,0.926517117854672,0.12993220338983,4.59461242857143,280.562481785714,1.0529,4.159,0.134433668788976,14.2622206289543,14.4381966923163,149.264283658956,0.66511589056864,0.455975773823366,0.0218167127325889,1059.57581947657,0.60544945075128,1.1669786666543,2.3090619210747,1.90400853270831,0.350023316683649,1.99439464499883,5.468333,100.2002778,632966.689921824,604566.231304678,633433.774861105,605188.002717419,673331.4474024,508042.998252446,52.5785471071429,1.551666667,29.59142857,417.825935081803,387.780360956245,30.0455741255581,-6.44903265242542,28.7198782818595,0.377651970224967,0.136293874028268,4.15149729670216,0.0101072077186605,-0.0571337303459119,0.0254437195430552,0.00334572128787732,0.00120746441617134,0.0367792411459351,8.95424959789734e-05
"3",2016-01-15,"2016 01",-0.0494928547401813,397.650087250356,386.358239880998,101059.576235392,0.692290269121438,0.0499436406532067,770.155647657108,30.4190756572075,1.01796780495775,0.0408617095205003,4.691015,280.230032714286,1.199,4.074,0.155039205161376,12.8619579731194,12.8988940622399,158.738811377315,0.651381540117245,0.435724284831496,0.0319237875253285,984.168293526246,0.574621240810207,0.446628018114414,2.41928866692146,1.7643045687182,0.45897736569707,1.94417191740968,5.468333,100.2002778,632966.689921824,604566.231304678,633371.095971539,605221.666632206,636426.81804662,518629.499664208,52.4605238571428,1.256153846,30.08058824,399.588397340063,385.346163310393,14.2422340296707,-11.7854695190394,29.0690823063977,0.408653092918395,0.152785739941618,4.20223561015806,0.0119256967845635,-0.0494928547401813,0.0122075057399849,0.00171613087915265,0.000641620804422386,0.0176472083951833,5.00817364705175e-05
"4",2016-02-15,"2016 02",-0.0972302804038055,396.46630308551,385.264577923435,100998.291652415,1.03543382742344,0.059424769254025,1415.05504587156,30.190119058683,1.0928360192675,0.0359114015976761,4.547032,280.463215142857,1.23690909090909,4.65,0.138139530017658,11.9596214764981,11.5809425778447,183.691154755194,0.830934272307314,0.384331884225253,0.0200363180387062,1616.65617726646,0.608599608174437,0.489876943191042,2.3551990460492,1.63770643116764,0.454434033616642,2.8159687498266,5.468333,100.2002778,632966.689921824,604566.231304678,633617.571403597,605822.708156645,662327.70838136,502758.588417655,52.5051235714286,1.28,30.14,401.920835999998,384.022345960579,17.8984900394198,-18.4233094182968,34.6537542480027,0.707886744891452,0.342272265693116,4.23398390309514,0.0399582788170384,-0.0972302804038055,0.0182887567378726,0.00373592089983452,0.00180636538268943,0.0223451407549121,0.000210882560001713
"5",2016-03-15,"2016 03",-0.0485210068013245,404.194506000276,392.546686374586,100948.39058232,0.718313160796089,0.044898442679558,549.920990220556,31.0268818936809,0.844014578824533,0.00361527967257844,4.7993922,280.699328133333,1.0979,2.42,0.1527711850974,12.2587123079553,11.4612529140409,176.683129858811,0.596191048099487,0.438522285672599,0.0413553359676307,628.987520183136,0.589050765002406,0.0572750922267302,2.34321547659963,1.69294388134106,0.498979057676773,0.697360101462014,5.468333,100.2002778,632966.689921824,604566.231304678,633332.094837026,604977.196441193,688461.512354212,530723.366316888,52.7493601666667,0.881666667,30.545,393.14193303269,391.087650806191,2.05428222649874,-80.1036300455991,26.5264001102984,0.433863268113964,0.166334260461618,4.25070168692653,0.0134712609608704,-0.0485210068013245,0.00160677816902151,0.000262803103567453,0.00010075330891443,0.00257476877570163,8.15991914889158e-06
"6",2016-04-15,"2016 04",-0.0354140057913669,410.658781688601,397.052075485492,100853.54828342,0.490978452473538,0.0370342025181347,319.492063492063,31.8218285821215,0.848556487096969,0.0972695035460993,4.75155823076923,280.583908384615,1.124,2.68666666666667,0.126785444262927,9.48314787406979,9.0878556952721,149.247132271215,0.534313545953876,0.437608693581972,0.0232598873930916,361.029948351781,0.535952203291096,1.31945694670217,2.32612672652348,1.87507185522154,0.393262952742818,1.09268019108978,5.468333,100.2002778,632966.689921824,604566.231304678,633177.895562863,604805.954803374,675669.874110029,525403.199122662,52.6677333076923,0.595,32.11416667,440.339634013379,395.204645112342,45.1349889010363,-2.6609959664019,23.0072886045245,0.276328289886812,0.0806787354854596,4.40432364165423,0.00446615950478762,-0.0354140057913669,0.0306193719258431,0.0036775296850984,0.00107371722535362,0.0586151745143382,5.94381203747488e-05
"7",2016-05-15,"2016 05",0.00699581283850932,411.4053207671,397.824928119481,100752.031108936,0.404513143692935,0.0383485246978723,255.721913499559,31.8723480732237,0.86567794657847,0.304889340560072,4.774953,279.999687,1.22453846153846,4,0.108801674932908,12.7516791858292,11.3125185881331,109.049625113013,0.472102897890266,0.429546694036761,0.0291733522509949,184.838532202765,0.498422563205414,1.57885533728398,2.41691603134187,1.65023989596199,0.273218354490999,1.42370408910466,5.468333,100.2002778,632966.689921824,604566.231304678,633132.429427385,604760.972449124,610862.21336315,527868.542160377,52.38732,0.355,32.43666667,462.257541089445,395.575322317337,66.6822187721079,0.355803849403634,24.0688622817955,0.219447040429988,0.0551843907244315,4.43626644639481,0.0025168747486237,0.00699581283850932,0.0473241804554738,0.00431476619880915,0.00108503511067227,0.0872258403408381,4.94867739875604e-05
"8",2016-06-15,"2016 06",0.00043146538607595,409.895417589912,397.026592644298,100765.709713596,0.375971936050765,0.0344496240964912,427.566820276498,31.1425642652988,0.792589101766342,0.284915611814346,4.63613785714286,280.649653285714,1.42790909090909,4.51909090909091,0.131706990881461,15.460721486742,14.452958683566,148.219187208507,0.396262646048778,0.441488582438117,0.0224814634638563,756.985729601249,0.489626569978342,1.79963811748,2.34817494400274,1.72875911666185,0.354412035502593,1.41300003216882,5.468333,100.2002778,632966.689921824,604566.231304678,633266.843446587,604870.732942396,682993.624464309,512656.720991368,52.6428955714286,0.44,32.378,455.885258039998,394.835098771021,61.0501592689773,0.0239685444685804,21.5816283808306,0.200628446509322,0.0476057555816029,4.42966245638802,0.00201802994038584,0.00043146538607595,0.0388497751029029,0.00361157642444401,0.000856966335122233,0.0797397616045059,3.63271982778424e-05
"9",2016-07-15,"2016 07",-0.0189013738208955,405.124099498919,392.400610591892,100731.358472973,0.406682062611448,0.0383340497783784,321.258056373256,30.9033463372848,0.885007836623778,0.316808209483369,5.1474125,280.5777846875,1.22945454545455,4.29,0.124095516972136,15.3239817805662,13.9718672008917,127.606181527804,0.459777718590282,0.420871049997131,0.0279685402783128,453.514057847297,0.543668774986146,1.76791283630154,2.29840662691721,1.62686230037709,0.409813948917399,1.8283161652187,5.468333,100.2002778,632966.689921824,604566.231304678,633170.137327795,604814.85932359,674886.502742297,569175.16809947,52.86259859375,0.51,31.26571429,413.637773306773,390.101619250386,23.5361540563872,-2.7235815003721,23.178383460999,0.214808048248588,0.0542456785788609,4.3144497730677,0.0024873269641335,-0.0189013738208955,0.0160855583099147,0.00149074563002018,0.000376459396881317,0.0299418350363626,1.72617917831566e-05
"10",2016-08-15,"2016 08",-0.00659109238842975,403.700294168571,390.83597959619,100708.351207619,0.419537130405934,0.0353360450666667,260.465346534653,31.182305072043,0.888955962226451,0.268783967391304,4.6513225,280.141301583333,1.357,5.386,0.13659390601458,14.0152834055079,12.4544911320043,131.521560330447,0.479088297666493,0.43697355407915,0.0248660398406194,216.658456684396,0.358591270227615,1.75943858917648,2.4757018926478,1.82005411923469,0.341969459325114,1.97158255667314,5.468333,100.2002778,632966.689921824,604566.231304678,633130.84116757,604768.460296826,626591.144083982,514224.468564998,52.3963120416667,0.48,30.56,397.503776,388.457410291113,9.04636570888698,-2.47096026095487,20.8869283706454,0.219350961073039,0.0567611633804599,4.24231875679548,0.00268493889071266,-0.00659109238842975,0.00557142406443391,0.00058510145742472,0.000151405944412394,0.0113160520260258,7.16186357409753e-06
"11",2016-09-15,"2016 09",0.0267795965877863,401.753117887435,389.359434007853,100759.083917801,0.572633374106324,0.0360517134293194,243.458520239665,30.3374170633333,0.76570741332146,0.631367759944173,4.9864334,280.700050533333,1.46827272727273,4.48454545454545,0.111638074029163,19.2723024204728,18.0361501708873,152.410552937107,0.59401985476398,0.466805753987869,0.035882751841501,277.679458527598,1.02324655420097,2.65282572007867,2.30285886568837,1.62839093914738,0.574458717560991,1.71191333680396,5.468333,100.2002778,632966.689921824,604566.231304678,633142.197286418,604734.959536015,688489.289363555,551407.780738752,52.8432419666667,0.74,30.99,402.279970999998,387.184800250529,15.0951707494694,6.01656347360241,21.6064886422683,0.326625888620401,0.106842153668643,4.29014100396413,0.00689813999021248,0.0267795965877863,0.00961700233126747,0.00145380491218259,0.000475552163019629,0.0190953267417439,3.07034749910748e-05
"12",2016-10-15,"2016 10",0.00670466485555556,404.108754474545,392.082054926667,100752.563294545,0.559646385769334,0.033870421030303,298.73125,29.8308156153527,0.832382677181863,0.444263408010862,4.71791535714286,280.181989714286,1.59036363636364,5.76,0.0990153432809383,17.3302376857792,15.5584459503316,166.95560114532,0.573574185446714,0.411920207004414,0.0240302029600106,520.625636235238,0.376184768527055,1.81241808560896,2.43823214181589,1.89890510275321,0.38494526175218,1.68440493943707,5.468333,100.2002778,632966.689921824,604566.231304678,633167.770584557,604787.154202543,631092.417952945,521594.451284644,52.4499525357143,0.78,30.008,383.562563839998,389.866983031379,-6.30441919138065,-3.60673715366263,19.667781801293,0.309824967718994,0.0996724911711308,4.18974393453569,0.00628929159075993,0.00670466485555556,-0.00365609912260878,-0.000575942322364609,-0.000185283989420223,-0.00778843251250852,-1.16913405381061e-05
"13",2016-11-15,"2016 11",-0.00520631898888889,414.025620997938,401.481544791753,100746.562737201,0.439415990125957,0.0360327612764505,423.590909090909,29.6956479161111,0.864357070796114,0.386769005847953,4.76976342857143,280.698990928571,1.76954545454545,5.50636363636364,0.112119843330878,29.2143061091892,30.3155223954958,157.631143289143,0.525026137828192,0.478512388106391,0.0216601101051764,454.444921242807,0.137861062429444,1.88827776507401,2.35383844723679,1.56570574594096,1.40716376897903,1.77196655006393,5.468333,100.2002778,632966.689921824,604566.231304678,633241.655197196,604888.447622706,688432.210671932,527446.745252185,52.7343771785714,0.634,29.99,384.338267399998,399.189594277728,-14.8513268777307,1.18890736898922,20.9112631779724,0.228964824561412,0.0614202405246198,4.18494964917886,0.00304298690537998,-0.00520631898888889,-0.00915720681062732,-0.00100265499650756,-0.00026896406977216,-0.018326224056116,-1.33254792775734e-05
"14",2016-12-15,"2016 12",-0.0558681439258242,404.759631449168,392.283376919593,100711.484850647,0.702437051904506,0.0488894266210721,622.092105263158,29.2440000510769,0.816634005849254,0.171059972105997,4.571729,280.194521,1.11127272727273,4.85727272727273,0.142230552761641,18.0898667956813,18.3213187815348,140.395766128551,0.681532632412002,0.434470160587809,0.0184833215333196,652.19097131418,0.171742438392051,0.940810770019268,2.30042364540335,1.82914668877585,0.223586265637714,1.49767213307246,5.468333,100.2002778,632966.689921824,604566.231304678,633392.622930741,605019.640236378,632509.730705467,505434.284086255,52.383125,0.625,29.43333333,379.414648592448,389.908130982465,-10.4934823900174,18.0562312217129,27.8673773960465,0.41011984953355,0.154864743229001,4.13773130059374,0.0122651448728274,-0.0558681439258242,-0.00862250063194464,-0.00126895997837162,-0.000479170080262898,-0.0128026366626263,-3.79498285446304e-05
"15",2017-01-15,"2017 01",-0.0481860496196078,405.644620769114,393.19359715038,100737.608132601,0.547037619828082,0.0494537800530303,621.512953367876,NA,0.913734863264605,0.191107871720117,4.681916,280.45694375,1.17944444444444,5.07222222222222,0.150514245514738,12.9620656646116,12.5281928488482,218.673416268467,0.580279824102122,0.439475299621761,0.0223731062361198,682.407069807079,NA,1.08871323616539,2.47587206139582,1.39089485239259,0.405779839047947,1.95208079864652,5.468333,100.2002778,632966.689921824,604566.231304678,633346.305550893,605058.339347053,661601.298687259,517671.677349773,52.569429875,0.772,30.094,384.701144759998,390.914211793563,-6.21306703356464,26.3025458589739,28.7964116954719,0.301614100949766,0.0954291096652408,4.19803910865396,0.00588587154695017,-0.0481860496196078,-0.00527547915043841,-0.000552554574460718,-0.000174825351056861,-0.00769077342852111,-1.07828686978304e-05
"16",2017-02-15,"2017 02",-0.068007151824,403.485844933333,391.48724247983,100895.305071975,0.813557858891467,0.0541275888174098,1306.06802721088,NA,1.03849598674429,0.10018698578908,4.97177315384615,280.760479461538,1.01490909090909,2.66545454545455,0.128605141347853,12.3184838910841,11.5638603878696,191.014393061985,0.807289890913498,0.398905752696824,0.0212200441170685,1917.63599728652,NA,0.881584486890008,2.21661657237154,1.67036450147967,0.35211942705436,1.47656604076055,5.468333,100.2002778,632966.689921824,604566.231304678,633629.541324342,605691.594228308,695195.591576476,549804.098993328,52.8661263076923,1.776666667,29.623,443.185085142956,389.827039346544,53.3580457964127,-4.32252161394885,31.0426808139026,0.501248743582253,0.208688845842664,4.1629498148208,0.0191425767009227,-0.068007151824,0.048840109909975,0.00788625308347408,0.0032833459935512,0.0654965747721444,0.000301174230292147
"17",2017-03-15,"2017 03",-0.0289083061856287,410.579446231441,396.940914803057,100754.693059657,0.461067516792683,0.0417723408240343,389.285067873303,NA,0.793655424798226,0.275158846529814,3.92687481818182,279.825300090909,1.0635,3.57,0.133311613564544,22.6085112993524,22.420095891905,174.584641463688,0.490408728387493,0.425807556424731,0.0224188093529434,318.23739738472,NA,1.76309416495635,2.27677713398276,1.70869645732677,0.212300326357329,1.70204918512111,5.468333,100.2002778,632966.689921824,604566.231304678,633239.673730631,604843.760950298,591624.23055624,434089.666339788,51.8760874545454,1.188571429,31.33909091,423.061504655896,394.706736084888,28.3547685710077,-3.45763416827405,25.3167534561022,0.250920464658093,0.0698467051096329,4.32307072238659,0.00363097421009439,-0.0289083061856287,0.0211666250654968,0.00209787538749284,0.000583968644194214,0.0361439776514186,3.03575534915326e-05
"18",2017-04-15,"2017 04",-0.0246501712345679,411.248034191701,397.299163325311,100799.147910757,0.505566744162031,0.0449928283505976,324.786218309958,NA,0.777982654029675,0.211691022964509,5.13665414285714,280.799602214286,1.13108333333333,2.71083333333333,0.141608178243834,28.6955096255838,28.7209718778954,125.13526270913,0.545851856894883,0.431282275930433,0.0335082026698526,251.595406262733,NA,1.44609468101926,2.32345872220635,1.44608599588439,0.348129406016403,1.46526732487056,5.468333,100.2002778,632966.689921824,604566.231304678,633198.045164247,604794.180508246,699484.306789695,568050.423577702,52.9681281785714,0.49,31.23625,413.447139234373,395.237277363415,18.2098618709579,-4.59087841707019,27.1788889263146,0.28068995516865,0.0837733939720902,4.31351454377026,0.00477526330546533,-0.0246501712345679,0.0145933785462024,0.00150713106080165,0.000449811194876036,0.0231608991715779,2.56402037858781e-05
"19",2017-05-15,"2017 05",-0.0239310201785714,413.673656302907,399.377322064535,100624.71643908,0.342097674613468,0.0415685135172414,317.272727272727,NA,0.730450951935917,0.240609840609841,4.33172308333333,280.590821083333,1.804,3.21363636363636,0.152909266446597,28.2400950455668,28.027907876911,199.915116717888,0.382524389848895,0.392555919203812,0.0289601649378164,534.802383876926,NA,1.63176794248687,2.19819955562879,1.80340334488451,2.03111585095484,1.3743891204988,5.468333,100.2002778,632966.689921824,604566.231304678,633203.018000507,604777.917446636,676538.844540802,478979.849520235,52.4612720833333,0.6,31.48,417.769423999999,396.617120996231,21.1523030037679,-3.8369492606129,25.3070963965367,0.175470231013167,0.038581470482148,4.33566501834904,0.00148813253698662,-0.0239310201785714,0.0157840146791473,0.00109440635095704,0.000240632306010676,0.0270415061535276,9.28147008264759e-06
"20",2017-06-15,"2017 06",-0.0202875736717557,422.864221136967,408.87535503128,100670.615635377,0.349700487096657,0.0366247890754717,248.541463414634,30.8213004661931,0.789305324162836,0.0271661569826707,4.61429241666667,280.016778083333,2.436,4.14777777777778,0.127251845271552,114.916910183116,111.149922969562,110.949701318742,0.374397340633891,0.407673369215872,0.0244972222901408,173.554349536236,0.583187068756575,0.216744281558188,2.52744478528056,1.77812737513417,2.86081002515022,1.35750485982351,5.468333,100.2002778,632966.689921824,604566.231304678,633141.74727095,604742.661981015,612783.558361087,510109.524865365,52.31553525,0.7375,31.308,410.952973714999,406.234726959116,4.718246755883,-14.5824992316179,22.1749110460427,0.179371705878746,0.0401500994453116,4.31798047538013,0.00158305344272523,-0.0202875736717557,0.00308503456345671,0.000249546846520891,5.58579217106331e-05,0.00600729309949418,2.20238745330977e-06
"21",2017-07-15,"2017 07",-0.0294107757731959,410.39545134023,396.840667926437,100699.178455747,0.319034943749104,0.0427785477528736,326.065132412195,30.5408152119482,0.854652083709885,0.147593097184378,4.96195633333333,280.655656466667,1.39763636363636,4.23272727272727,0.140042136873109,21.7409431981902,22.3849817104198,102.624688562035,0.338202374965684,0.41284621869286,0.0318745218465443,526.156686161691,0.436117966408518,1.18724513885472,2.27469170561145,1.57418978367013,0.429240788538851,1.77473992973106,5.468333,100.2002778,632966.689921824,604566.231304678,633180.74548521,604812.196111832,683572.603683231,548688.468948589,52.8088064,0.585,31.125,407.723721249999,394.389629785563,13.3340914644359,-7.48041259128728,25.7493033057926,0.160226597262457,0.0332712932370057,4.29877277824171,0.00119679743508798,-0.0294107757731959,0.0101238665194048,0.000629963717573144,0.000130812910803551,0.0169015065329476,4.70545448927589e-06
"22",2017-08-15,"2017 08",-0.0156945475421687,410.502835189928,397.45154002446,100682.6169,0.364512145863853,0.0431051932980132,252.731543624161,30.4359926497556,0.83774979895497,0.179316712834718,4.92114176923077,280.499676153846,1.80145454545455,5.70545454545455,0.155067377016648,32.7051774563334,32.4407306954472,142.19745105863,0.397840959334229,0.419603196640226,0.0265962011595048,201.669874436004,0.480355076948123,1.40686533288216,2.36367000750616,1.86831087617844,0.913098282074428,3.61035279061857,5.468333,100.2002778,632966.689921824,604566.231304678,633135.80188083,604754.046049742,666284.18357084,544134.153906865,52.7104089615385,0.31,30.28,400.186193999998,394.931765512931,5.25442848706678,-10.1299153579453,25.2505846845043,0.183877399304848,0.0425611153349689,4.21303338923787,0.00174919295026044,-0.0156945475421687,0.00391214030715152,0.000284886149918001,6.5941069048368e-05,0.00652736478911209,2.71007120476643e-06
"23",2017-09-15,"2017 09",0.000869629344444443,417.412115971223,404.22024637554,100731.649695918,0.398001103688285,0.0405624142993197,275.965517241379,30.3645467608485,0.839165887888282,0.564555319650861,4.45236761538462,279.864526461538,1.25022222222222,4.81444444444444,0.13202725988214,41.4409875170144,41.5572886306877,127.161411454172,0.452810037119413,0.40977813012036,0.0250194298140221,246.419989657256,0.571132519517406,2.30604167428082,2.48303510827487,1.76287127695013,0.227275591396094,1.69603295303416,5.468333,100.2002778,632966.689921824,604566.231304678,633151.057988255,604771.573416254,595915.39341616,492186.511550646,52.1584470384615,0.41,31.335,419.404379749999,401.85316810164,17.551211648359,0.16803880518564,24.5802389853669,0.209612553604982,0.052040680287913,4.32145803703169,0.00233528535383738,0.000869629344444443,0.0127206909686829,0.00108478055040589,0.000269319355331194,0.0223642789868467,1.2085498162789e-05
"24",2017-10-15,"2017 10",0.0274292946190476,406.013330232143,393.063466371429,100691.164571429,0.413463072009202,0.0298298423928571,190.875,30.1437281692213,0.676521601700914,0.177836411609499,6.24314175,279.93520375,2.90675,5.1525,0.129037847006498,10.4668802886579,10.284694148141,94.4828134691123,0.47707585830118,0.382454668127347,0.0164669199772347,135.965888465037,0.511836171291235,1.42509521250421,2.48694506953322,1.49876021086928,2.65928340911607,3.71310629168266,5.468333,100.2002778,632966.689921824,604566.231304678,633115.525696178,604685.73518703,603456.202889153,690173.930548437,53.08917275,0.495,30.425,394.432591249998,390.604669917806,3.82792133219209,24.3015591173165,17.5558027375727,0.21479357982636,0.0549510251170665,4.22848067266274,0.00256168213639557,0.0274292946190476,0.00198153247385527,0.000242438616999638,6.2023504347121e-05,0.00477270785802249,2.89138378736682e-06